Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment,porcentaje_nulos
cam1522,0,2,1,171973.0,109994.0,999719.0,10978.0,0.0113,9702.0,0.2665,371523.0,4.48,284.0,2.0,2.0,0,0.0
cam1523,3,4,4,122763.0,366918.0,523016.4,19162.0,0.0319,6152.0,0.8001,621177.0,0.31,293.0,1.0,2.0,2,10.526315789473683
cam1524,0,1,0,418048.0,84487.0,831565.0,33228.0,0.8167,3377.0,0.4490799999999999,317898.0,4.48,58.0,1.0,5.8,0,10.526315789473683
cam1525,1,4,0,463801.0,310555.0,58202.0,9442.0,0.2368,6006.6,0.9614,830031.0,1.74,291.0,3.0,9.0,2,5.263157894736842
cam1526,2,3,0,156149.0,18367.0,623803.0,25896.0,0.768,5132.0,0.3718,461773.0,2.09,819.3569661,2.0,5.0,0,0.0
cam1527,1,2,0,139259.0,336894.0,525666.0,12957.0,0.9788,4808.0,0.672,715392.0,3.33,266.0,2.0,2.0,2,0.0
cam1529,4,2,0,222570.0,150036.0,223047.0,26535.0,0.1668,1929.0,0.3524,833306.0,1.41,259.0,1.0,4.2,0,5.263157894736842
cam1530,0,-1,2,17264.0,6610.0,960047.0,17718.2,0.7905,254.0,0.7117,697510.0,2.9,251.0,1.0,3.0,1,10.526315789473683
cam1532,0,0,4,210721.0,228113.2,573982.0,37237.0,0.2981,3113.0,0.1718,382381.0,2.8,211.0,3.0,4.4,1,10.526315789473683
cam1533,4,1,4,372178.0,104735.0,986424.0,6666.0,0.396,4131.0,0.9293,145696.0,0.04,286.0,5.0,9.0,2,0.0
cam1534,0,1,3,301439.0,403669.0,967829.0,49975.0,0.9367,900.0,0.545,842441.98178,0.2,10.0,4.0,4.0,1,10.526315789473683
cam1535,0,-1,3,203280.0,303740.0,425443.6,44952.0,0.9941,273.0,0.2128,490500.0,2.2,50.0,1.0,10.0,2,15.789473684210526
cam1536,4,1,1,364471.0,19183.0,552614.0,14673.0,0.011,6334.0,0.3455,55836.0,2.48,96.0,2.0,7.0,1,0.0
cam1538,4,2,0,221164.0,370668.0,192638.0,15434.0,0.7736,2494.0,0.7947,675461.0,1.56,103.0,3.0,1.0,2,0.0
cam1539,0,3,2,58683.0,162837.0,968933.0,22577.0,0.857,2357.0,0.4991,745722.0,3.68,295.0,5.0,5.0,0,0.0
cam1541,1,4,2,45435.0,237406.0,596573.0,21156.0,0.2295,3787.0,0.1847,775128.0,4.91,153.0,2.8,9.0,1,10.526315789473683
cam1542,1,1,0,313823.0,439291.0,206724.0,7378.0,0.1935,7615.901308,0.9415,482167.0,2.83,264.6,4.0,10.0,2,10.526315789473683
cam1543,1,4,-1,158681.0,301631.0,792914.0,35658.0,0.7894,773.0,0.1025,40666.0,3.84,101.0,1.0,5.0,1,10.526315789473683
cam1544,2,4,0,257386.2,270744.6,238616.0,26838.0,0.544,1295.0,0.4855,501822.0,3.49,361.0,5.0,7.0,-1,15.789473684210526
cam1545,3,2,1,281301.0,124833.0,545906.0,29884.0,0.9386,4516.0,0.9795,172439.0,1.68,236.0,1.0,3.0,1,0.0
cam1546,0,3,1,471806.0,321133.0,713831.0,8675.0,0.8184,1163.0,0.3741,702266.0,3.9,421.75377,1.0,7.0,2,10.526315789473683
cam1547,3,0,0,285332.0,125001.0,582853.0,47689.0,0.8365,7626.0,0.3293,194056.0,1.5,128.0,3.0,2.0,2,0.0
cam1549,4,3,4,426101.0,16514.0,405143.0,28327.0,0.1356,5508.0,0.9464,162950.0,0.77,350.0,5.0,7.0,1,0.0
cam1550,0,2,4,377621.0,55334.0,688904.0,12873.0,0.59022,5864.0,0.29558,1157252.032,3.22,18.0,2.0,6.0,0,10.526315789473683
cam1551,3,4,0,383241.0,149788.0,362625.0,25892.0,0.2681,3531.0,0.4106,836095.0,3.79,51.0,1.0,7.0,0,5.263157894736842
cam1552,1,1,3,369963.0,108741.0,538400.0,43527.0,0.4483,5800.0,0.1728,5175043.388,2.6,37.0,3.0,2.0,0,0.0
cam1553,0,3,4,226573.0,95764.0,596768.6,27940.0,0.0726,5905.0,0.3631,972079.0,0.38,116.0,3.0,5.0,1,5.263157894736842
cam1554,0,3,3,201619.4,176062.0,81592.0,42667.0,0.9683,9989.0,0.959,320706.0,0.48,2.0,3.0,1.0,1,5.263157894736842
cam1555,3,0,3,40479.0,281287.0,314474.0,36912.0,0.6039,666.0,0.28,739835.0,2.634,38.0,36.84435094,1.0,0,5.263157894736842
cam1556,0,0,0,371570.0,336135.0,104483.0,49339.0,0.55482,4335.6,0.5281,152697.0,2.3,328.0,1.0,7.0,-1,15.789473684210526
cam1558,1,-1,2,87611.0,318453.0,432525.0,30030.7804,0.6643000000000001,4807.0,0.7299,483444.0,3.6,171.0,5.0,6.0,0,10.526315789473683
cam1559,4,2,1,217947.0,106278.0,379348.0,45534.0,0.7834,8524.0,0.2163,472008.0,1.59,283.0,1.0,2.0,1,0.0
cam1560,2,4,0,286010.0,335885.0,826770.0,27289.0,0.1207,5843.4,0.5487,563998.0,4.52,292.0,5.0,3.0,2,10.526315789473683
cam1561,0,2,0,10270.0,234029.0,307254.0,36258.0,0.4342,5410.0,0.5272,461300.0,0.04,46.0,5.0,3.0,2,0.0
cam1562,-1,4,3,74071.0,386810.0,432832.8,45356.0,0.59844,8193.0,0.609,84935.0,4.74,270.0,3.0,2.0,1,15.789473684210526
cam1564,2,2,2,498509.0,267518.0,208605.0,16242.0,0.5196,8103.0,0.4983599999999999,435271.0,2.804,357.0,4.0,9.0,0,10.526315789473683
cam1566,0,0,2,164489.0,389556.0,645001.0,7416.0,0.8414,2467.0,0.9841,641414.0,3.718,114.0,2.0,1.0,1,10.526315789473683
cam1568,2,1,1,400644.0,327067.0,758771.0,4483.0,0.6528,9228.0,0.3688,623683.0,2.68,250.2,5.0,2.8,0,10.526315789473683
cam1569,0,2,0,37081.0,316080.0,350780.0,27659.0,0.7283,8325.0,0.7639,785109.0,2.4240000000000004,296.0,5.0,6.0,0,10.526315789473683
cam1570,3,1,-1,470801.0,302058.0,492663.4,19067.4,0.4784,5185.0,0.49188,468030.0,2.51,189.0,3.0,6.0,2,26.31578947368421
cam1571,1,3,4,456043.0,306182.0,5335.0,5036.0,0.9741,4073.0,0.2171,26162.0,3.66,144.0,1.0,2.0,1,0.0
cam1573,4,0,1,212811.0,343523.0,9943.0,37805.0,0.50722,5110.0,0.852,457617.0,4.3,181.6,3.4,10.0,1,15.789473684210526
cam1574,2,4,0,368818.0,267144.0,491741.0,42791.0,0.8657,4651.0,0.0989,433716.20728000003,3.83,184.0,3.0,2.0,0,10.526315789473683
cam1575,4,0,3,453915.0,311838.0,146169.0,37009.0,0.3862,4732.0,0.6782,173360.0,4.61,260.0,5.0,2.0,0,0.0
cam1576,3,2,0,259766.6,19376.0,987516.0,23924.4,0.2208,4931.0,0.6336,641696.8996,4.44,185.0,1.0,9.0,1,15.789473684210526
cam1577,2,1,-1,334570.0,331554.0,182005.0,41509.0,0.131,8381.0,0.3914,826450.0,0.74,209.0,4.0,7.2,-1,21.052631578947366
cam1578,0,0,1,486501.0,295115.0,640686.0,30461.0,0.9741,6340.0,0.46908000000000005,516336.4,3.33,49.0,3.0,7.0,2,21.052631578947366
cam1579,4,2,4,392704.0,164400.4,107505.0,11266.0,0.4605,3422.0,0.2511,350282.0,4.92,359.0,3.0,8.0,1,10.526315789473683
cam1580,0,0,1,313860.0,416086.0,38616.0,26370.0,0.2449,237.0,0.5554,385222.0,3.21,265.0,4.0,10.0,2,5.263157894736842
cam1581,2,2,3,375305.0,426622.0,28462.0,41495.0,0.1122,3804.0,0.0502,1101049.63268,4.74,48.0,2.0,8.0,1,5.263157894736842
cam1582,1,3,3,352609.0,423413.0,456630.6,44348.0,0.2867,2342.0,0.5164,223518.0,1.51,246.0,3.0,62.24046456,2,10.526315789473683
cam1583,1,4,2,414228.0,266122.0,728685.0,34386.0,0.2956,4887.0,0.5373,129802.0,2.87,73.0,3.0,9.0,-1,10.526315789473683
cam1584,0,2,4,468845.0,392772.0,450701.0,25695.0,0.2324,3141.0,0.3117,265936.0,0.35,145.0,4.4,5.4,1,15.789473684210526
cam1585,3,2,2,303929.0,129179.0,791200.0,43204.0,0.6042,282.0,0.1355,713053.0,3.79,162.0,2.0,5.0,0,5.263157894736842
cam1586,2,-1,4,478261.0,303226.4,292323.0,45818.0,0.616,1698.0,0.4025,230225.0,2.46,103.0,1.0,7.0,0,10.526315789473683
cam1589,4,3,0,228505.0,115119.0,73009.0,34311.8,0.1057,4525.4,0.4017,470698.0,0.41,159.8,2.8,7.0,2,21.052631578947366
cam1590,4,0,2,455543.0,205459.8,732116.0,6173.0,0.3295,2898.0,0.2862,284041.0,4.39,245.0,3.0,7.0,0,5.263157894736842
cam1592,1,1,3,122070.0,304384.0,846518.0,29251.0,0.3819,5158.0,0.8805,567628.0,4.59,115.0,5.0,9.0,-1,5.263157894736842
cam1593,2,1,4,460753.0,224888.0,388495.0,21661.0,0.5286,33.0,0.5338200000000001,269517.0,4.78,161.0,1.0,7.0,0,10.526315789473683
cam1596,2,2,0,337958.0,296945.0,96981.0,12411.0,0.7154,7528.0,0.0639,806550.0,2.238,315.0,3.0,9.0,0,5.263157894736842
cam1597,4,1,0,252945.0,423131.0,835179.0,1406.0,0.5918,3609.2,0.8612,540025.0,0.76,249.0,5.0,4.0,1,5.263157894736842
cam1598,2,1,3,399967.0,64857.0,388493.0,3594.0,0.2598,12142.236844000001,0.7446,495574.0,0.51,207.8,5.0,3.0,0,10.526315789473683
cam1599,1,-1,-1,206892.0,326382.0,838473.0,19558.0,0.6411,5690.0,0.0417,220680.0,0.27,91.0,3.0,8.0,1,15.789473684210526
cam1600,0,0,4,176606.0,246324.0,291321.0,26210.0,0.1928,2990.0,0.6682,9398.0,3.52,92.0,2.0,2.0,2,0.0
cam1602,1,1,2,260517.0,254166.0,7408.0,25022.0,0.2211,9669.0,0.3656,902641.0,1.87,90.0,5.0,5.0,2,0.0
cam1603,1,3,4,98433.0,293298.0,832139.0,16288.0,0.2442,6363.0,0.1408,344726.0,2.5739999999999994,158.0,1.0,7.0,0,5.263157894736842
cam1605,0,3,2,204571.0,434099.0,914384.0,11382.0,0.5739,8196.0,0.6992,553147.0,2.276,121.0,2.0,4.0,2,5.263157894736842
cam1606,3,0,0,49331.0,266200.0,101606.0,14416.0,0.3944,5766.0,0.612,480714.0,0.99,37.0,5.0,10.0,2,5.263157894736842
cam1607,1,3,3,271237.0,209701.0,432537.0,26836.6,0.4097,4982.0,0.41663999999999995,2303032.1103999997,2.85,270.0,5.0,6.0,2,15.789473684210526
cam1608,3,0,0,193399.0,200409.0,740646.0,17302.0,0.3303,471.0,0.1868,12821.0,4.11,136.0,4.0,5.0,2,0.0
cam1609,2,3,2,379088.0,349292.0,390579.0,36383.0,0.2007,9332.0,0.6374,971360.0,1.4,296.0,4.0,8.0,1,5.263157894736842
cam1610,3,2,3,230503.0,417754.0,110764.0,5509.0,0.2605,7684.0,0.9252,615090.0,1.95,320.0,5.0,10.0,2,0.0
cam1611,2,3,4,391655.0,117835.0,385018.0,16906.0,0.341,6308.0,0.32752000000000003,2162516.1103999997,0.68,118.0,1.0,7.0,2,10.526315789473683
cam1613,0,0,0,23617.0,308967.0,169651.0,45232.0,0.7012,4482.0,0.0488,3679.0,3.3,217.0,2.0,7.0,2,0.0
cam1614,4,4,1,388742.0,223488.0,397549.0,2872.0,0.69774,8149.0,0.0118,996040.0,4.42,17.0,1.0,1.0,1,5.263157894736842
cam1616,0,-1,2,116255.6,232166.0,781371.0,29676.8,0.5675,488.0,3.09735002,828285.0,0.03,106.0,4.0,5.0,0,21.052631578947366
cam1617,0,0,1,241380.0,502987.8,217424.0,8296.0,0.9355,4118.2,0.5954599999999999,1226.0,2.62,52.0,5.0,4.0,2,21.052631578947366
cam1618,1,0,4,213354.0,334774.0,740525.0,1117.0,0.8799,3890.0,0.4311,721222.0,2.22,190.0,4.0,10.0,1,0.0
cam1619,4,0,1,377363.0,216817.0,445800.0,29752.8,0.4049,770.0,0.9256,647770.0,1.26,301.0,2.0,3.0,0,5.263157894736842
cam1620,3,2,4,217751.0,371981.0,191893.0,29765.0,0.8156,5255.0,0.0983,185083.0,0.28,268.0,3.8,6.0,2,10.526315789473683
cam1621,2,2,4,210097.8,26517.0,528937.0,38673.0,0.6697,6324.0,0.5286,711975.0,3.99,232.0,3.0,1.0,0,5.263157894736842
cam1622,3,3,4,440819.0,128740.0,228717.0,29298.0,0.743,5729.0,0.7061,856199.0,4.39,115.0,2.0,5.6,2,5.263157894736842
cam1623,1,3,3,496936.0,398656.0,602830.0,40145.0,0.556,9540.0,0.45464000000000004,433884.0,3.41,219.0,2.0,7.0,0,5.263157894736842
cam1624,1,4,3,44496.0,373237.0,448258.0,7022.0,0.1119,7251.0,0.498,560314.0,4.46,339.0,3.0,7.2,0,5.263157894736842
cam1625,0,0,1,147652.0,306103.0,941858.0,21845.6,0.9594,3469.0,0.0451,879344.0,4.57,73.0,1.0,8.0,0,15.789473684210526
cam1626,0,4,2,377332.0,162839.0,922501.0,31577.0,0.18752,279.0,0.6467,197552.0,3.82,79.0,2.0,4.0,0,5.263157894736842
cam1627,3,4,0,416203.0,62165.0,319091.2,22703.0,0.7793,8988.0,0.3483,448192.0,3.06,242.0,1.0,6.2,-1,15.789473684210526
cam1628,4,2,-1,27802.0,250064.0,711007.0,4323.0,0.42062,7981.0,0.0747,358600.0,0.48,325.0,1.0,4.0,1,15.789473684210526
cam1629,2,3,3,484547.0,175763.0,546827.0,6058.0,0.48972,2856.0,0.2856,838225.0,2.05,146.0,2.0,1.0,1,10.526315789473683
cam1630,1,4,1,24958.0,201817.0,245377.0,32485.2,0.2726,977.0,0.6042,712353.0,4.29,207.0,3.0,5.0,1,15.789473684210526
cam1631,1,3,1,199762.0,45310.0,297723.0,16214.4,0.6626,2918.0,0.3009,381695.0,1.73,192.0,1.0,5.0,2,5.263157894736842
cam1632,0,3,2,133564.0,168604.0,469685.0,13630.0,0.5307,2435.0,0.0656,648680.0,3.1,272.0,1.0,10.0,0,0.0
cam1633,1,3,3,244585.0,182849.0,471754.0,30975.0,0.613,3699.0,0.7525,318644.0,0.85,331.0,1.0,6.0,0,0.0
cam1634,3,1,3,55132.0,376286.0,612071.0,11372.0,0.398,755.0,0.4296,152276.0,0.22,168.0,5.0,8.0,1,0.0
cam1635,4,1,4,86477.0,277668.0,573680.0211,31948.0,0.1926,7966.0,0.9868,245103.0,2.48,309.0,3.0,7.0,2,0.0
cam1636,4,4,1,340832.0,76854.0,452569.0,7218.0,0.5225,7713.0,0.8288,693964.0,4.79,198.4,4.0,10.0,2,5.263157894736842
cam1637,4,3,4,74720.0,191262.0,864369.0,14737.0,0.39062,6099.0,0.7858,786888.0,2.99,296.0,3.0,7.0,1,5.263157894736842
cam1638,4,0,0,143076.4,125055.0,615913.0,32751.0,0.6334,2317.0,0.2616,617358.0,4.36,136.0,4.0,8.0,0,5.263157894736842
cam1639,3,4,4,189956.6,196504.0,846373.0,6277.0,0.6139,676.0,0.9887,606358.0,2.03,249.0,3.0,9.0,1,5.263157894736842
cam1640,4,4,0,276370.0,178864.0,657564.0,35274.0,0.301,5449.0,0.1996,704014.0,3.54,240.0,5.0,1.0,1,0.0
cam1641,3,1,2,339044.0,90530.0,93990.0,23842.0,0.9395,2484.0,0.299,586590.0,4.03,288.0,5.0,9.0,0,5.263157894736842
cam1642,3,3,4,195805.0,116255.0,652521.0,21761.0,0.2836,3516.0,0.0095,2152789.5104,3.46,9.0,27.63326321,10.0,1,15.789473684210526
cam1643,4,3,4,308557.0,83718.0,271463.0,16513.0,0.3018,1794.0,0.5191,854553.0,2.434,72.0,3.4,1.0,2,10.526315789473683
cam1644,0,4,3,282900.0,11725.0,763336.0,21159.0,0.6465,349.0,0.9098,2144964.9104,0.74,187.0,1.0,6.0,2,5.263157894736842
cam1645,4,2,2,126150.0,319279.0,793686.0,38498.0,0.8384,7736.0,0.9202,464261.0,1.97,351.0,3.0,5.0,2,0.0
cam1647,3,2,1,300335.0,379850.0,961160.0,15760.0,0.458,5456.0,0.2187,2275965.7103999997,2.98,352.0,3.0,8.0,0,5.263157894736842
cam1649,2,4,0,250919.0,192582.0,347351.0,37640.0,0.4525,5102.4,0.0667,2310654.3104,2.11,105.0,3.0,10.0,1,15.789473684210526
cam1650,4,2,3,460194.0,377130.0,806579.0,48461.0,0.53308,5572.0,0.6855,982649.0,4.94,223.0,5.0,2.0,1,5.263157894736842
cam1651,4,3,-1,367973.0,293658.4,103784.0,49526.0,0.7459,4382.6,0.0139,959938.0,1.59,300.0,4.0,10.0,1,21.052631578947366
cam1652,0,2,2,21065.0,350664.0,566841.0,612.0,0.4542,2902.0,0.1377,210884.0,1.5,114.8,3.0,6.0,2,5.263157894736842
cam1653,4,1,2,421066.0,260330.0,821926.0,29974.0,0.8201,4257.0,0.03,867672.0,2.75,97.0,4.0,6.0,0,0.0
cam1654,0,1,0,22341.0,275623.4,283290.0,43397.0,0.9023,3816.0,0.4564,432776.0,2.06,349.0,1.0,4.0,1,15.789473684210526
cam1655,1,2,4,112545.8,410582.0,888222.0,12516.0,0.9628,2737.0,1.286181717,756185.0,0.17,46.0,1.0,5.0,0,15.789473684210526
cam1656,2,2,1,374771.0,290421.0,789700.0,9237.0,0.8726,3579.0,0.4937,272476.0,2.83,162.8,1.0,4.0,0,5.263157894736842
cam1657,1,3,3,80347.0,300911.0,677900.0,37277.0,0.6277,1501.0,0.8835,674251.0,4.92,86.0,2.0,9.0,0,0.0
cam1658,2,0,2,283791.0,226109.0,521587.0,9662.0,0.7216,1775.0,0.7849,240646.0,0.27,215.0,4.0,6.8,1,5.263157894736842
cam1659,3,3,1,302274.0,87639.0,600369.0,6196.0,0.9227,4995.0,0.3741,812395.0,3.66,311.0,3.0,4.0,1,0.0
cam1660,4,-1,0,497473.0,306124.0,544242.0,19030.0,0.3399,7428.0,0.802,43241.0,2.732,138.0,2.0,1.0,0,15.789473684210526
cam1662,3,4,4,384621.0,368315.0,681556.0,41913.0,0.4217,2578.0,0.5342,865310.0,0.69,181.0,5.0,5.6,1,10.526315789473683
cam1663,0,0,0,264689.0,373517.0,842433.0,25070.0,0.1544,3223.0,0.512,812916.0,4.67,64.0,5.0,7.6,0,5.263157894736842
cam1664,2,0,-1,38271.0,152834.0,773487.0,36154.0,0.4429,2179.4,0.3736,602622.0,2.8,274.0,3.0,4.0,0,10.526315789473683
cam1665,2,1,0,391632.0,371235.0,195927.0,9403.0,0.63456,1894.0,0.0004,2365.0,1.71,103.0,1.0,8.0,2,5.263157894736842
cam1666,2,4,3,368153.0,86384.0,64433.0,42834.0,0.9147,3461.0,0.5149,650264.0,2.0200000000000005,222.0,1.0,7.0,1,5.263157894736842
cam1667,2,3,0,491725.0,138305.0,269861.0,24615.2,0.5761,248.0,0.4234,578271.0,0.65,138.0,5.0,3.0,1,5.263157894736842
cam1668,1,4,4,63491.0,190501.0,536382.0,13296.0,0.351,5490.0,0.8816,177693.0,3.32,199.0,4.0,8.0,1,0.0
cam1670,-1,1,-1,211099.8,26555.0,489575.0,2123.0,0.0787,2853.4,0.1798,607853.30688,6.288203538,167.0,3.6422175472,4.0,2,36.84210526315789
cam1671,4,3,3,284305.0,183468.0,811374.0,43197.0,0.4568,6748.0,0.3716,419710.30688000005,2.978,76.0,4.0,3.0,1,15.789473684210526
cam1672,4,1,4,448247.0,307974.0,862171.0,8382.0,0.8907,4729.0,0.4422,196486.0,3.88,120.0,5.0,10.0,2,0.0
cam1673,1,2,3,87892.0,370611.0,459238.0,42047.0,0.9763,8368.0,2.61415451,2085852.7103999997,2.0799999999999996,45.0,5.0,6.0,1,15.789473684210526
cam1674,2,3,3,88324.0,115162.0,492513.0,16661.0,0.084,4408.0,0.0825,112505.0,3.77,212.0,1.0,10.0,1,5.263157894736842
cam1675,-1,0,2,110063.0,199667.0,288524.0,43272.0,0.2944,6562.0,0.6189,942163.0,2.68,319.0,1.0,6.0,2,5.263157894736842
cam1676,3,1,3,170503.8,388968.0,919950.0,28535.0,0.829,4708.0,0.4942,973000.0,2.9840000000000004,214.0,4.0,4.8,0,21.052631578947366
cam1677,3,3,1,21211.0,343066.0,287733.0,31105.0,0.6217,897.0,0.4125,398081.0,0.35,304.0,1.0,1.0,2,0.0
cam1678,0,0,0,199055.0,102519.0,442823.0,9880.0,0.021,6615.0,0.093,188884.0,2.97,277.0,3.0,7.0,1,5.263157894736842
cam1679,1,0,0,455608.0,156598.8,548111.6,2930.0,0.6555,2613.0,0.3338,238915.0,2.004,35.0,4.0,4.0,0,15.789473684210526
cam1680,4,4,2,185429.0,35725.0,3669.0,28182.0,0.22965999999999998,8968.0,0.542,948094.0,2.22,205.0,2.0,6.0,0,5.263157894736842
cam1681,0,2,0,358945.0,306446.0,147050.0,28493.0,0.7433,3178.0,0.7767,280190.0,5.168535988,250.0,5.0,5.0,1,0.0
cam1682,3,4,1,12731.0,181429.0,644803.0,26180.0,0.6253,9556.0,0.4811,829506.0,4.9,256.0,2.6,9.0,-1,10.526315789473683
cam1684,2,1,1,177111.0,439820.0,903748.0,29054.0,0.8558,692.0,0.9703,317330.0,3.35,104.0,5.0,8.0,0,10.526315789473683
cam1686,1,4,0,499437.0,21096.0,382609.0,11070.0,0.3057,5293.0,0.7647,365303.0,4.36,258.0,4.0,10.0,1,0.0
cam1689,1,3,3,64273.0,430844.0,250858.0,39031.0,0.1221,9647.0,0.028,671680.0,0.15,94.0,3.0,2.0,1,0.0
cam1691,3,3,3,473110.0,446116.0,164212.0,22630.0,0.2334,4937.0,0.9256,242313.0,0.6,86.0,4.0,7.0,0,0.0
cam1692,3,-1,4,359609.0,26777.0,843551.0,16537.0,0.5376,3802.0,0.7068,540879.0,0.52,84.0,3.0,7.0,1,5.263157894736842
cam1693,1,0,4,342391.0,220413.0,403419.0,2104.0,0.4375,7161.0,0.2636,939550.0,3.004,141.0,5.0,7.0,1,5.263157894736842
cam1694,4,0,-1,118059.0,305383.0,819448.0,38099.0,0.2264,1920.0,0.5242,514597.0,4.26,256.0,2.4,3.0,2,10.526315789473683
cam1696,2,3,1,408869.0,293582.0,346715.0,7072.0,0.2909,8690.0,0.464,1097115.736,0.77,80.0,5.0,4.0,2,5.263157894736842
cam1697,4,2,0,486608.0,380118.0,336166.0,32222.8,0.5307,7241.0,0.3692,571634.0,2.98,232.0,5.0,2.0,1,5.263157894736842
cam1698,3,3,2,95911.0,213298.0,525261.0,27622.0,0.8225,239.0,0.4076,2020986.3103999998,2.71,139.0,3.0,7.0,2,10.526315789473683
cam1699,1,4,3,321929.0,103378.0,854889.0,8328.0,0.3296,5536.0,0.5607,794899.8,3.18,228.0,3.0,4.0,1,5.263157894736842
cam1700,4,1,3,258052.0,158107.0,924048.0,7646.0,0.9642,9260.0,0.1716,352815.0,0.91,113.0,3.0,7.0,0,0.0
cam1701,1,-1,2,338125.0,246889.0,611815.0,15236.0,0.0723,1704.0,0.34528,403267.0,4.48,179.0,1.0,5.0,0,15.789473684210526
cam1702,2,0,4,366135.0,218396.0,558544.0,34208.0,0.49454000000000004,5516.0,0.129,286268.0,1.64,267.8667004,4.0,3.0,0,10.526315789473683
cam1703,-1,2,1,331520.0,134887.0,373745.0,48171.0,0.42702,4976.0,0.2671,278367.0,2.56,7.0,2.0,10.0,2,10.526315789473683
cam1704,1,3,4,159258.0,436676.0,440686.0,35197.0,0.9966,4588.0,0.9581,479136.0,0.21,31.0,2.0,7.0,2,5.263157894736842
cam1705,1,4,3,143928.0,184604.0,614734.0,14798.0,0.7621,8616.0,0.6256,2387894.7103999997,1.24,248.0,1.0,9.0,0,10.526315789473683
cam1706,2,0,1,223806.0,338531.0,913029.0,31881.0,0.62534,1668.0,0.6316,663967.0,4.52,86.0,3.0,6.0,2,5.263157894736842
cam1707,0,0,0,450750.0,20404.0,149728.0,260.0,0.44664000000000004,5671.0,0.2403,796041.0,4.85,360.0,4.0,7.0,0,5.263157894736842
cam1708,0,1,4,204353.0,250796.0,132511.0,41677.0,0.0534,7700.0,0.7309,946740.0,3.67,112.0,2.0,10.0,1,0.0
cam1709,1,3,0,281198.0,108450.0,601187.0,9717.0,0.43558,2943.0,0.6663600000000001,720710.0,1.54,359.0,3.0,3.0,0,10.526315789473683
cam1711,2,1,4,383835.0,138846.0,614734.0,37271.0,0.9009,1650.0,0.6734,966992.0,2.61,241.0,1.0,10.0,2,0.0
cam1712,4,3,2,412647.0,132233.0,608621.0,1718.0,0.1487,5076.2,0.65746,84487.0,4.44,195.0,2.0,4.2,0,21.052631578947366
cam1714,1,1,1,382950.0,432743.0,442868.4,44378.0,0.7302,4215.0,0.5765,628499.2,2.98,306.0,2.0,4.0,0,15.789473684210526
cam1715,4,1,4,76973.0,104554.0,312389.0,11468.0,0.116785286,3099.0,0.3486,647916.0,3.1,38.0,2.0,8.891494937,0,5.263157894736842
cam1716,4,-1,0,94920.0,176257.0,841251.0,28585.0,0.6744,3655.0,0.9406,402270.0,0.34,352.0,5.0,9.0,0,5.263157894736842
cam1718,2,2,4,465387.0,29372.0,515251.8,22025.0,0.0778,5243.2,0.6052,884001.0,0.21,39.0,3.0,7.0,2,15.789473684210526
cam1719,3,1,2,179667.8,214093.0,814500.0,7805.0,0.9638,8242.0,0.4062,701167.0,4.5,78.0,2.0,9.0,1,5.263157894736842
cam1720,2,1,3,494677.0,22410.0,260091.0,23540.0,0.8751,1355.0,0.26604,670061.0,0.93,22.0,2.6,6.0,1,15.789473684210526
cam1721,1,1,2,112317.0,309157.0,603604.0,24054.0,0.5737,7298.0,0.496,149977.0,0.7,340.0,4.0,4.0,0,0.0
cam1722,2,1,4,69569.0,148426.0,936118.0,683.0,0.5246,9832.0,0.4269,653284.8,1.78,351.0,4.0,8.0,0,5.263157894736842
cam1723,0,0,0,340941.0,224988.0,361084.0,36981.2,0.8943,5912.0,0.117,836390.0,3.55,77.0,2.0,2.0,2,5.263157894736842
cam1724,0,2,0,223015.0,41366.0,982988.0,4190.0,0.2755,3833.2,1.8411317913999998,233676.0,0.41,976.9256134,2.0,8.0,0,15.789473684210526
cam1725,4,4,1,156583.4,445882.0,995866.0,39139.0,0.2203,9561.0,0.3741,726153.0,3.3519999999999994,70.0,2.0,10.0,2,15.789473684210526
cam1726,2,0,3,333092.0,110114.0,687585.0,46457.0,0.51844,7284.0,0.6986,931401.0,2.03,255.0,3.4,6.0,2,10.526315789473683
cam1727,0,1,0,157671.0,427680.0,488340.0,47918.0,0.24581999999999998,2587.0,0.9042,1163391.325,2.97,124.0,1.0,4.0,2,15.789473684210526
cam1728,1,0,4,406365.0,93940.0,149211.0,3179.0,0.9527,4256.0,0.9603,429499.0,0.73,233.0,5.0,8.0,1,0.0
cam1730,2,2,1,484989.0,72546.0,674825.0,37479.0,0.8869,318.0,0.8637,863968.0,2.48,345.0,1.0,10.0,2,0.0
cam1731,1,4,0,15401.0,243315.0,4935.0,43675.0,0.1017,3013.0,0.8492,532180.0,1.79,147.0,4.0,6.0,2,5.263157894736842
cam1732,2,1,3,472323.0,186628.0,900590.0,31843.0,0.38254,4504.0,0.3895,219247.0,4.26,157.0,5.0,7.0,1,10.526315789473683
cam1733,0,0,1,405427.0,249513.0,190055.0,30986.4,0.38,4655.0,0.4939,923674.0,1.76,218.0,2.0,8.0,1,10.526315789473683
cam1734,1,0,3,429732.0,428181.0,1708.0,639.0,0.0399,3911.0,0.8067,591287.0,0.7,186.0,5.0,10.0,1,0.0
cam1735,0,3,4,456474.0,60107.0,539704.0,39584.0,0.716,6493.0,0.8755,298979.0,0.79,147.0,3.0,7.0,0,10.526315789473683
