Campaign_ID,Channel,Product_Category,Region,Budget,Spend,Impressions,Clicks,CTR,Conversions,CR,Revenue,ROI,Duration,Start_Date,End_Date,Customer_Satisfaction,Campaign_Effectiveness,Market_Segment
CAM0406,Radio,Fashion,Johor,3948359.832,,543265,15219,0.6411,4609,0.6599,355820,2.69,225,1/1/2023,7/2/2023,4,3,Low
CAM0407,Billboard,,Sarawak,68131,,104363,37444,0.9056,467,0.4948,280447,,435.9399243,12/4/2023,25/3/2023,3,8,High
CAM0408,Radio,Groceries,Sabah,448308,221646,150059,31906,0.1939,2582,0.8002,,4.8,354,18/12/2023,29/9/2023,4,,Low
CAM0409,Email,Automotive,Johor,302356,265465,356004,2060,0.0777,4812,0.4226,,0.95,154,29/12/2023,28/2/2023,,2,Medium
CAM0410,Social Media,Automotive,Sarawak,126551,401260,,24118,0.5102,1282,0.6523,937750,0.79,90,22/11/2023,,5,7,Low
CAM0411,Billboard,Electronics,Sabah,40075,83253,80573,27569,0.9602,6624,0.9971,682878,1.37,,25/2/2023,19/9/2023,5,7,Low
CAM0412,Social Media,Groceries,Sabah,489646,88757,,28061,0.4053,5383,0.5755,,1.97,42,21/7/2023,,1,,Medium
CAM0413,Social Media,Fashion,Kuala Lumpur,387844,329033,88071,46591,,,0.7525,104514,2.01,245,19/11/2023,15/12/2023,5,9,Medium
CAM0414,Email,Automotive,Johor,88190,400362,371376,4566,0.7047,4818,0.4405,129145,3.83,318,25/9/2023,23/12/2023,5,10,High
CAM0415,Billboard,Electronics,Johor,258457,205743,55939,39205,0.237,8855,0.9055,965350,0.98,326,11/2/2023,22/12/2023,4,,High
CAM0416,TV,Groceries,Johor,169917,374024,668480,41479,0.4028,4778,,566155,0.64,323,29/4/2023,31/10/2023,1,8,Low
CAM0417,Social Media,Electronics,,,,479180,19033,0.3068,1149,,455313,4.69,276,7/5/2023,30/1/2023,5,9,High
CAM0418,Billboard,Fashion,Kuala Lumpur,394666,49761,879449,24127,0.6848,7571,,541421,,247,10/3/2023,11/7/2023,2,9,High
CAM0419,TV,Automotive,Penang,276965,375821,481683,279,0.1769,8346,0.7128,999272,2.25,189,16/11/2023,7/12/2023,4,5,Low
CAM0420,TV,Automotive,Sabah,,147355,545534,32445,0.0724,8266,0.6169,40019,4.53,,4/11/2023,27/4/2023,5,,High
CAM0421,News,Health,Penang,2729750,1981140,4062700,44095,0.2587,6880,0.3684,,10.75293119,212,8/10/2023,4/5/2023,4,3,High
CAM0422,TV,Electronics,Penang,376392,7893,801773,49839,0.596,3773,0.5546,898279,4,251,17/11/2023,14/12/2023,4,10,Medium
CAM0423,Email,Groceries,Sarawak,269224,118602,504416,13611,0.3791,2984,0.2641,547206,0.594084596,113,14/11/2023,30/6/2023,5,5,High
CAM0424,Email,Groceries,Penang,243228,100466,218019,46682,,3356,0.9949,,1.19,107,27/12/2023,26/9/2023,2,2,Low
CAM0425,Radio,Groceries,Sabah,175081,263414,3839,22474,0.7497,2000,0.6278,240838,0.99,120,20/10/2023,25/10/2023,,,Low
CAM0426,Email,Automotive,Sabah,207736,267359,587027,13498,0.9313,4021,0.2426,96069,3.6,214,31/12/2023,31/10/2023,4,2,
CAM0427,Radio,,Johor,330713,26109,305796,12759,,6659,0.9534,578868,3.08,262,6/9/2023,8/9/2023,4,9,High
CAM0428,Radio,Fashion,Sarawak,230708,109963,26830,23771,0.0931,5755,0.7229,852382,,17,10/2/2023,16/3/2023,1,2,High
CAM0429,Social Media,Electronics,Sabah,331249,129779,851969,,0.2916,,0.4173,733521,1.63,48,21/10/2023,28/9/2023,1,7,High
CAM0430,Radio,,Kuala Lumpur,216780,114142,750123,47900,0.791,7944,0.9205,995677,0.06,257,23/2/2023,16/1/2023,1,8,High
CAM0431,TV,Electronics,Johor,291811,316180,454449,39996,0.623,5844,,172697,0.97,354,13/9/2023,6/11/2023,2,6,Low
CAM0432,TV,Groceries,,331803,15410,969923,29605,0.7113,,0.175,295588,2.13,80,12/8/2023,7/10/2023,5,8,High
CAM0433,Email,Fashion,Johor,220538,365608,326946,,0.7,6346,0.3242,192530,0.64,201,22/3/2023,12/1/2023,1,1,Medium
CAM0434,Billboard,Automotive,,188818,123681,396883,43200,0.9623,382,0.633,893267,2.53,9,6/10/2023,17/10/2023,3,10,Low
CAM0435,Radio,Automotive,Kuala Lumpur,105962,59929,11896,21380,,2105,0.1242,271365,4.87,233,28/11/2023,25/1/2023,1,9,Low
CAM0436,Billboard,Electronics,Penang,341633,388497,,33950,0.0878,,0.9848,147600,4.41,287,16/3/2023,15/10/2023,4,3,High
CAM0437,TV,Electronics,Sabah,423854,368984,47584,33916,0.322,247,0.0918,292739,3.29,289,30/4/2023,14/5/2023,2,7,Medium
CAM0438,Social Media,Automotive,Penang,83341,2573522.03,963220,24357,0.5819,4557,0.8915,212042,4.93,198,3/4/2023,23/10/2023,1,8,Low
CAM0439,TV,Electronics,Penang,356532,66972,970678,47190,0.7862,,0.6906,669682,3.16,284,31/10/2023,30/1/2023,1,,High
CAM0440,Social Media,Electronics,Kuala Lumpur,345665,231682,427730,7144,0.0748,5823,0.321,,1.74,340,28/4/2023,10/9/2023,3,4,Low
CAM0441,Billboard,Groceries,,155414,436882,421940,32531,0.6439,8469,0.9773,827558,4.13,258,29/8/2023,15/5/2023,4,,High
CAM0442,,Fashion,Sabah,13061,111072,969536,49460,0.9627,8843,,578441,1.57,128,,11/4/2023,5,2,Medium
CAM0443,Radio,,Sabah,233730,399037,287628,28183,,7162,0.8371,292356,4.22,170,22/8/2023,27/12/2023,2,,High
CAM0444,TV,Health,Kuala Lumpur,,157651,457463,207612.4901,0.7519,4333,0.5958,880908,0.71,83,18/10/2023,9/9/2023,1,1,Low
CAM0445,TV,Electronics,Kuala Lumpur,156010,91195,628315,13163,0.4873,4369,0.1975,461591,3.31,304,26/11/2023,28/12/2023,4,3,Medium
CAM0446,Social Media,Groceries,Sarawak,184496,26881,241516,36878,0.4886,3276,0.3724,749479,,331,18/6/2023,,2,7,Medium
CAM0447,Email,Fashion,Johor,256914,357718,676940,24740,0.1943,7517,0.0418,374616,3.3,,28/3/2023,27/10/2023,5,3,
CAM0448,Radio,Groceries,Sabah,80813,10257,8117866.204,35897,0.7513,7823,0.4683,946700,0.19,193,17/4/2023,24/8/2023,,2,Medium
CAM0449,Email,Automotive,Kuala Lumpur,386604,238630,750362,23587,0.549,7248,0.7413,,4.56,132,21/12/2023,2/11/2023,3,5,Medium
CAM0450,TV,Fashion,Penang,83887,,593441,28905,,1997,0.0934,583938,1.9,325,29/8/2023,16/11/2023,4,9,Low
CAM0451,Radio,Health,Sarawak,156631,,364933,10177,,9978,0.589,953190,3.78,245,17/9/2023,13/4/2023,3,1,Low
CAM0452,Billboard,Automotive,Sabah,146486,61267,743039,,0.0367,2730,0.1981,657642,4.72,258,1/6/2023,16/1/2023,4,6,Low
CAM0453,Billboard,Automotive,Sabah,263227,7658,222909,21038,0.2722,225,,147584.5425,,81,19/5/2023,15/10/2023,2,7,Low
,Email,Electronics,Kuala Lumpur,222787,393720,976943,19275,0.154,21749.3379,0.5284,389994,1.21,146,19/10/2023,13/6/2023,2,,Low
CAM0455,Social Media,Health,Sarawak,431345,228545,876938,6728,0.8327,4139,,695126,4.94,,15/9/2023,11/2/2023,3,10,Medium
CAM0456,Billboard,Groceries,Sabah,247788,228135,807322,16984,0.1781,8374,0.8876,245660,4.98,253,12/7/2023,10/8/2023,1,4,Medium
CAM0457,Email,Health,Sabah,307699,80738,870966,9566,0.4558,9415,,361939,,102,11/9/2023,8/5/2023,5,2,Low
CAM0458,Email,Groceries,Kuala Lumpur,488852,10268,951667,35695,0.7743,,0.0575,939339,0.2,344,4/5/2023,,,10,High
CAM0459,TV,Electronics,Kuala Lumpur,91913,111963,546087,32562,0.927,,0.6992,482433,1.65,358,,30/10/2023,3,4,Low
CAM0460,TV,Automotive,Penang,3734491.872,285954,886456,22799,0.6497,2089,0.8013,,4.27,73,26/4/2023,5/3/2023,2,,Low
CAM0461,Radio,Automotive,Sabah,37014,93857,389481,11942,0.3778,2202,0.1877,830281,4.26,76,15/3/2023,31/10/2023,5,7,High
CAM0462,Social Media,Fashion,Sabah,37874,243928,593781,37562,0.4401,,0.443,805112,1.84,338,25/8/2023,31/5/2023,5,3,Low
CAM0463,Social Media,,Penang,473825,,868541,31742,0.5151,1047,0.8871,419408,,122,23/10/2023,17/3/2023,2,8,High
CAM0464,Social Media,Groceries,Penang,18388,383062,728230,19404,0.4472,1976,0.0339,288672,,307,28/7/2023,16/8/2023,1,8,Medium
CAM0465,Email,Fashion,Sabah,219051,408855,667842,43259,0.0941,1567,4.342079468,557366,3.46,1654.470797,8/3/2023,19/11/2023,4,6,Medium
,TV,Health,Sabah,,447383,803601,20933,0.9464,8802,,412834,4.45,349,28/3/2023,30/11/2023,2,4,High
CAM0467,Social Media,Electronics,Kuala Lumpur,494164,311097,84160,14318,0.9428,,0.4533,957860,2.73,129,21/11/2023,17/5/2023,3,6,Medium
CAM0468,Social Media,Health,Sarawak,98156,363455,845040,28353,0.4688,4968,0.2793,174056,2.71,228,18/12/2023,24/7/2023,5,1,
CAM0469,Social Media,,Johor,,377386,379659,,0.3819,4098,0.7999,,1.87,133,10/1/2023,1/3/2023,3,2,High
CAM0470,Email,Health,Sabah,186892,334547,403537,16304,0.0779,,0.9895,927581,4.65,26,1/9/2023,1/5/2023,1,7,Low
CAM0471,Billboard,Automotive,Sabah,299705,84814,77422,25661,0.1507,243,,679374,0.35,,15/7/2023,17/10/2023,3,5,Low
CAM0472,TV,Fashion,Johor,396623,363545,878372,3838,0.0498,5609,0.2801,641397,3.01,6,,,4,3,Low
CAM0473,Radio,Electronics,Johor,,356913,6667480.898,40629,0.6285,6524,0.6921,7607770.867,1.67,100,15/2/2023,28/6/2023,4,,Low
CAM0474,Radio,Electronics,Penang,40367,75939,836747,11806,0.1339,4416,0.8934,,,315,20/2/2023,9/2/2023,1,9,High
CAM0475,Email,Groceries,Sarawak,160795,93678,45252,47512,0.7107,6736,0.3199,829431,2.21,39,21/8/2023,15/2/2023,1,4,Low
CAM0476,TV,Electronics,Sarawak,413189,330434,7860,35472,0.2213,738,0.8655,321023,3.34,127,9/7/2023,10/2/2023,5,5,Low
CAM0477,News,Fashion,Kuala Lumpur,,1441400,,21336,0.2375,8568,0.9538,,3.51,157,18/10/2023,29/3/2023,,10,Medium
CAM0478,Email,Health,Sarawak,75482,1070448.278,466659,14178,,3039,0.1424,707302,3.42,295,16/4/2023,8/5/2023,4,4,Low
CAM0479,Billboard,Fashion,Johor,3536854.316,256325,,175207.514,0.1949,3696,0.4874,149511,,30,26/8/2023,18/6/2023,2,7,Medium
CAM0480,,Electronics,Sabah,,104361,252648,31906,0.2748,8105,0.2878,329808,4.41,327,17/2/2023,,3,6,Low
CAM0481,Billboard,Groceries,Penang,192633,187767,505328,21224,0.1359,9818,0.1877,466254,0.1,227,25/9/2023,7/3/2023,4,8,Medium
CAM0482,Billboard,Electronics,Penang,179521,366940,167504,48040,,805,0.6794,338227,,178,26/11/2023,11/9/2023,2,2,Medium
CAM0483,TV,Groceries,Kuala Lumpur,498987,135064,349459,19459,0.5521,164,0.2085,,1,295,1/10/2023,6/12/2023,5,4,High
,Email,Electronics,Johor,,,314201,45300,0.5328,3460,1.83183797,274141,2.74,19,9/7/2023,12/11/2023,,5,Medium
CAM0485,Social Media,,Sarawak,81335,,171347,48654,0.9689,6132,0.0831,107121,0.5,235,8/11/2023,24/4/2023,1,8,Low
CAM0486,Radio,Health,Sabah,166393,55639,,6414,0.0421,6111,0.218,366655,0.21,114,10/5/2023,17/6/2023,1,7,Medium
CAM0487,,Automotive,Sabah,,8084,739864,8190,0.7015,3511,0.0257,889278,3.54,250,7/11/2023,12/8/2023,,9,Low
CAM0488,Billboard,Fashion,Sabah,466585,251830,524968,25080,0.5381,884,,768708,0.52,300,,27/12/2023,2,1,Low
CAM0489,Email,Health,Sarawak,241030,319714,919959,7738,0.443,1523,0.6042,628426,1.18,126,5/10/2023,24/5/2023,2,7,High
CAM0490,Email,Fashion,Johor,297061,,7582181.002,32486,0.5133,5252,0.7238,711469,0.49,44,12/1/2023,25/10/2023,5,,Medium
CAM0491,TV,Automotive,Sarawak,219388,227750,,44659,0.5796,2225,0.3115,667485,2.04,312,,7/7/2023,5,2,Medium
,Email,Fashion,Kuala Lumpur,175484,234096,639590,40147,0.2432,3992,0.5607,7531,0.14,41,21/7/2023,29/3/2023,5,4,Low
,Radio,Automotive,Sabah,17644,102084,669971,33975,0.7137,1383,0.4912,410557,1.46,141,16/5/2023,11/1/2023,,,Medium
CAM0494,Email,Electronics,Johor,421499,284812,611175,36663,0.7789,57095.49299,0.4212,619004,0.9,67,18/10/2023,,5,,Medium
CAM0495,TV,Groceries,Sarawak,338001,90730,653878,28264,,767,0.5367,998710,3.88,242,15/4/2023,6/1/2023,3,3,High
CAM0496,News,Automotive,Kuala Lumpur,3563880,,8446590,49045,0.189,6916,0.053,7043670,,198,14/3/2023,8/10/2023,1,2,Medium
CAM0497,Billboard,Electronics,Sarawak,245013,228406,167794,38031,0.1625,9755,0.1341,971879,1.74,,23/7/2023,20/8/2023,5,3,Medium
CAM0498,TV,Electronics,Sarawak,,413359,297929,19802,0.8691,6936,0.5253,561939,4.99,302,19/4/2023,17/9/2023,5,1,High
CAM0499,Social Media,Automotive,Penang,475205,3532390.357,709455,4342,0.4535,5880,0.4714,398439,3.37,312,15/7/2023,27/8/2023,3,10,High
CAM0500,Social Media,Health,,218276,348545,910213,33157,0.8616,9806,,651126,4.82,65,,17/3/2023,1,8,Medium
CAM0501,Radio,Groceries,Sabah,214873,35500,636571,2759,0.0014,7797,0.0023,,2.59,,22/2/2023,10/9/2023,4,4,Low
CAM0502,Billboard,Groceries,Sabah,,58848,374643,12671,0.166562621,2799,0.56,246562,,218,29/7/2023,26/8/2023,1,80.02345444,Medium
CAM0503,TV,Fashion,Sarawak,55651,424022,839684,,0.2361,1012,0.6669,597484,0.13,89,23/10/2023,4/12/2023,5,9,Medium
CAM0504,,Electronics,Sarawak,323910,33939,829825,,0.4555,5062,0.264,848791,,268,9/3/2023,26/2/2023,1,4,Medium
CAM0505,Email,,Kuala Lumpur,158213,,232134,30254,,1017,0.558,274118,3.49,77,30/10/2023,29/8/2023,3,9,Medium
CAM0506,TV,Fashion,Sabah,321619,,480881,12309,0.8721,4246,0.153,187936,2.83,55,5/2/2023,11/8/2023,3,1,Medium
CAM0507,Billboard,Electronics,,128020,343092,960528,9189,,,0.0965,76033,,221,13/10/2023,19/7/2023,2,8,Medium
CAM0508,TV,Fashion,,184276,379659,803314,5569,0.4708,4706,0.9355,338876,1.51,68,20/5/2023,,3,4,High
CAM0509,Billboard,Automotive,Sabah,27719,160096,977147,24365,0.9453,5167,0.9817,726638,1.65,48,11/3/2023,13/12/2023,5,10,High
CAM0510,Email,Electronics,,282915,193439,320066,33315,0.9297,5521,0.7673,721330,4.25,359,31/10/2023,11/2/2023,,9,Low
CAM0511,Email,Health,Johor,159911,333326,247343,12520,0.2318,4237,0.1118,557428,0.9,41,11/11/2023,,4,3,High
CAM0512,TV,Automotive,Sabah,324121,,,8140,0.736,8172,0.5652,891353,3.49,233,22/8/2023,3/9/2023,2,1,Medium
CAM0513,Billboard,Fashion,Sabah,379022,425142,166190,33173,0.9361,3285,,586262,3.2,104,5/12/2023,12/10/2023,5,6,Low
CAM0514,Radio,Health,Sarawak,27605,50800,75588,43962,0.9553,1866,0.4509,755053,0.69,251,14/1/2023,21/11/2023,,8,High
CAM0515,Email,Groceries,Sarawak,330270,105031,,1483,0.978,5801,0.5998,799553,1.25,358,27/2/2023,,3,,Medium
CAM0516,Email,Automotive,Penang,428385,292159,103248,38512,,2551,0.8034,351047,2.92,174,7/3/2023,15/12/2023,18.42217547,9,High
CAM0517,Social Media,Fashion,Kuala Lumpur,448568,57901,84187,26754,0.1954,7776,0.2408,135129,13.5451288,23,1/9/2023,22/1/2023,4,1,Low
CAM0518,Radio,Groceries,Johor,239250,366631,542478,12286,0.5535,4229,0.6439,334016,4.85,282,5/1/2023,,5,7,Medium
CAM0519,Radio,Electronics,Sarawak,418201,,74999,23351,0.8018,8010,,58031,3.83,259,11/10/2023,2/9/2023,1,1,Low
CAM0520,Email,Groceries,Sarawak,,309593,478726,,0.3885,,0.1706,252117,2.03,209,14/12/2023,1/7/2023,4,8,Low
CAM0521,Billboard,Health,Sabah,168438,387655,635043,11027,0.4662,5279,0.5068,9101,0.11,,14/11/2023,21/6/2023,4,5,Low
CAM0522,,Fashion,Sarawak,139952,61848,817673,19620,0.399,915,0.1933,,1.6,154,22/1/2023,11/2/2023,2,1,High
CAM0523,Email,Fashion,Johor,129343,143401,,28804,0.9561,6785,0.5886,405642,1.85,294,,22/3/2023,1,6,Low
CAM0524,Radio,Health,Sarawak,156490,237800,54689,7972,0.7103,4849,0.7588,611920,4.72,243,24/4/2023,23/6/2023,1,4,Low
CAM0525,TV,Electronics,Sabah,415764,273380,818945,17205,0.0398,2285,0.1044,340385,3.06,220,14/1/2023,23/3/2023,,2,Medium
CAM0526,Social Media,Automotive,Johor,355615,395165,626228,,0.6477,6531,0.0581,,4.84,232,28/1/2023,16/7/2023,1,3,Low
CAM0527,Social Media,,Sarawak,397025,393644,895519,31702,0.6407,6799,0.1554,342103,2.59,284,28/3/2023,20/11/2023,36.84435094,6,Medium
CAM0528,Social Media,Automotive,Sabah,123770,21424,221931,,0.3595,7696,0.7508,921557,2.08,319,15/6/2023,22/7/2023,,9,
CAM0529,TV,Automotive,Malacca,3171300,91250,2420320,19906,0.1027,5204,,3891040,1.15,227,11/3/2023,18/7/2023,36.84435094,5,Medium
CAM0530,Social Media,Electronics,Sarawak,168458,107379,160308,18743,0.9777,9762,0.8052,188346,3.99,48,26/1/2023,14/1/2023,4,7,Medium
CAM0531,Email,Electronics,Sabah,,,930565,13050,0.5758,2936,0.762,477588,0.14,,29/10/2023,22/1/2023,1,1,Medium
CAM0532,Social Media,Electronics,Sarawak,343831,3917364.85,278832,,0.4795,5548,0.9063,324056,0.1,221,9/11/2023,19/12/2023,2,1,High
CAM0533,Billboard,Electronics,Sarawak,153021,,282266,30647,,4941,0.004,325187,0.94,8,25/6/2023,24/7/2023,2,9,High
CAM0534,TV,Health,Penang,241947,34609,806859,1714,,7604,0.2662,251600,4.95,55,30/12/2023,28/6/2023,1,7,High
CAM0535,Radio,Groceries,Kuala Lumpur,454113,56042,609699,,0.2533,1351,,488227,0.83,307,10/2/2023,15/3/2023,1,4,
CAM0536,Billboard,Groceries,Johor,4687462.196,21601,,49936,0.754,3120,0.7126,44270,1.84,222,21/11/2023,23/7/2023,1,,High
CAM0537,Billboard,Groceries,Johor,342781,371159,748338,26201,0.3505,3020,0.5948,888376,3.52,260,12/5/2023,8/6/2023,2,10,Medium
CAM0538,Email,Automotive,Kuala Lumpur,157460,22484,640020,13874,0.1166,,0.2637,637240,1.47,305,28/11/2023,20/3/2023,2,,High
CAM0539,Social Media,Groceries,Sarawak,154679,14756,657999,,0.824,6082,0.3588,999980,1.01,261,7/12/2023,27/5/2023,4,6,High
CAM0540,Social Media,Fashion,Kuala Lumpur,337990,365571,649105,29580,0.9449,7295,0.7092,181871,0.48,97,30/9/2023,14/2/2023,,1,Low
CAM0541,Radio,Automotive,Kuala Lumpur,24267,329898,465707,24362,0.288,8329,,42572,4.95,124,3/3/2023,18/1/2023,4,4,High
CAM0542,Radio,Health,Penang,39009,325561,499716,47728,0.8413,6398,0.2404,637159,0.46,178,8/10/2023,5/3/2023,2,9,High
,Social Media,Fashion,Penang,312826,99059,,37392,0.0142,6401,,980227,,262,14/8/2023,20/3/2023,4,,
CAM0544,TV,Electronics,Sarawak,229568,76392,393842,12792,0.0528,6116,0.1333,916263,3.63,251,28/5/2023,28/7/2023,1,3,Low
CAM0545,Radio,Fashion,Sabah,,391942,643466,,0.6262,6362,0.8057,132950,4.89,137,13/11/2023,10/10/2023,1,1,
CAM0546,Email,,Kuala Lumpur,62170,444759,784171,18764,0.9353,6478,0.9101,189598,2.96,,7/12/2023,26/11/2023,2,7,
CAM0547,TV,Automotive,Sarawak,102955,112756,,,0.5782,8982,0.6248,926746,3.57,115,10/6/2023,22/2/2023,3,2,High
CAM0548,Billboard,Automotive,Kuala Lumpur,386227,3730906.139,385836,35725,0.4381,6228,,980498,3.9,269,,11/10/2023,1,,Low
CAM0549,Radio,Fashion,Kuala Lumpur,438774,363369,,4243,0.9071,3274,0.1282,,3.26,121,12/8/2023,,5,1,Medium
CAM0550,Email,Fashion,Sarawak,261921,74899,586902,40186,,3001,0.8892,701989,3.85,342,18/3/2023,10/10/2023,2,3,High
CAM0551,Social Media,Groceries,Sabah,193805,197436,623532,44937,0.2714,1019,0.6744,464136,0.78,125,20/2/2023,25/1/2023,5,3,Low
CAM0552,Radio,Fashion,Penang,389362,290202,216825,26529,0.8953,1901,0.0286,171194,0.57,169,3/7/2023,19/1/2023,3,,Low
CAM0553,Social Media,Automotive,Johor,201823,177959,307872,,0.894,4420,0.1423,909459,2.47,,8/12/2023,1/10/2023,4,8,Medium
CAM0554,,Fashion,Sabah,1754140.921,351253,681921,41979,0.0426,4212,0.3027,530617,4.47,174,27/5/2023,26/6/2023,4,5,Low
CAM0555,Radio,Electronics,Malacca,2221200,4317430,441860,36738,0.2738,8456,0.6541,4526300,1.61,277,28/12/2023,5/12/2023,1,9,Low
CAM0556,Radio,Electronics,,401553,370326,909057,27680,0.9891,6027,0.8053,8552,4.14,,21/11/2023,,1,10,High
,Radio,Electronics,Penang,413793,16931,500876,188618.9239,0.21,3997,0.1885,324294,3.05,151,29/3/2023,1/6/2023,5,6,Medium
CAM0558,TV,Health,Sarawak,364876,299834,610033,48789,0.4481,4508,0.2418,469025,3.1,357,13/1/2023,15/3/2023,4,5,Medium
CAM0559,TV,Groceries,Penang,421527,340175,270494,25480,0.6372,8649,0.4354,742005,0.72,248,5/12/2023,1/8/2023,,5,Low
CAM0560,Social Media,Automotive,Kuala Lumpur,387643,309748,828443,9729,0.6703,8264,0.304,216002,4.39,41,21/7/2023,24/7/2023,2,2,Medium
CAM0561,Radio,Electronics,Sarawak,239843,324792,34168,,0.7784,7709,0.7534,722322,2.52,8,24/4/2023,27/3/2023,3,6,Medium
CAM0562,Billboard,Groceries,Penang,417250,,954316,40810,0.2002,,0.0902,345044,,359,3/6/2023,7/2/2023,2,3,High
CAM0563,Email,Groceries,Sabah,,,696751,,,5247,0.146,983661,22.75344004,302,15/7/2023,4/4/2023,3,4,Low
CAM0564,Radio,,Penang,69594,161069,465474,2601,0.214,8382,,207547,1.11,,6/5/2023,29/1/2023,5,9,
CAM0565,Email,Groceries,Johor,289963,100395,35963,9477,0.9138,654,0.5301,221845,4.11,,7/2/2023,29/9/2023,5,3,High
CAM0566,Billboard,Groceries,Sarawak,317533,203334,343785,,0.8571,5416,0.7073,474742,3.36,38,23/2/2023,,3,1,High
CAM0567,Email,Automotive,Sabah,235411,280809,605597,,0.6369,,0.9849,580621,1.07,61,19/8/2023,23/11/2023,4,2,
CAM0568,Radio,Fashion,Penang,17448,178854,261399,19778,0.7181,3295,0.3138,103080,1.54,305,25/1/2023,4/7/2023,2,9,Medium
CAM0569,TV,Electronics,Penang,236876,419115,843631,48076,0.046,179,0.5014,469986,4.9,195,26/12/2023,21/12/2023,4,3,Low
CAM0570,Billboard,Fashion,Malacca,3972800,2913680,9710710,,0.4292,1093,0.0295,7175800,1.16,23,15/6/2023,,3,9,High
CAM0571,Radio,Health,Sabah,46168,43603,527398,42548,0.9686,1095,0.8537,66821,,,,4/6/2023,,10,Medium
CAM0572,Social Media,Fashion,Johor,41410,429434,,,0.3775,1569,0.5034,567491,2.12,1481.145285,15/3/2023,24/5/2023,1,2,High
CAM0573,Billboard,Health,Sabah,72541,436613,207093,5356,0.7141,4497,,59955,3.86,15,24/12/2023,24/4/2023,1,7,Low
CAM0574,Social Media,Groceries,Johor,133717,17996,991848,9974,0.1268,1812,0.7122,813584,4.44,126,12/9/2023,31/3/2023,5,9,Low
CAM0575,Billboard,Fashion,Sabah,20987,282585,3531193.165,7571,0.1639,2350,0.0524,293907,4.28,282,8/3/2023,27/1/2023,5,5,High
CAM0576,Billboard,Automotive,Kuala Lumpur,80185,64707,816942,7402,0.269,181,0.779,792013,2.69,127,1/1/2024,24/11/2023,5,10,Low
CAM0577,Social Media,Groceries,Penang,184191,,,14124,0.2263,4405,0.866,,,230,10/2/2023,8/4/2023,,,Medium
CAM0578,TV,Fashion,Sarawak,78905,183821,,43568,4.417738485,5747,0.7088,302703,4.01,63,13/4/2023,28/7/2023,1,1,Medium
CAM0579,Billboard,Fashion,Johor,395376,287241,295225,24656,0.3215,6161,,9067021.699,3.28,49,,17/1/2023,5,,High
CAM0580,Social Media,Health,Sabah,340853,445495,622366,2829,0.1579,803,0.6097,879415,3.72,297,30/8/2023,15/8/2023,3,,High
CAM0581,Radio,Groceries,Johor,433672,187675,755942,25529,0.9842,8898,0.4828,94651,1.17,24,12/11/2023,7/12/2023,4,4,Medium
CAM0582,Billboard,Health,,175929,16147,883466,9986,0.969,6894,0.7209,106867,4.39,332,6/3/2023,10/8/2023,3,1,Medium
CAM0583,Social Media,Health,Sarawak,399907,43118,611472,33826,0.3198,1582,0.3405,683468,4.92,45,11/1/2023,,5,7,High
,TV,Health,Johor,232256,23700,324577,45325,0.6966,6396,0.9506,858205,3.17,39,8/4/2023,12/9/2023,1,2,High
CAM0585,Social Media,Electronics,Penang,326254,289537,195283,33069,0.0679,7502,0.5522,701497,3.68,52,6/9/2023,16/3/2023,5,4,Low
,TV,Fashion,Kuala Lumpur,310399,37630,74462,49957,0.7109,4425,,561911,0.22,226,,4/5/2023,1,9,Low
CAM0587,Social Media,Groceries,Penang,257232,234765,262976,15141,0.1468,3910,0.0245,261424,4.83,,30/10/2023,30/6/2023,5,8,Low
CAM0588,Social Media,Electronics,Sabah,30331,263809,10959,43219,,86,0.6894,815503,0.9,107,16/5/2023,3/10/2023,3,5,Medium
CAM0589,Social Media,Fashion,Sabah,53776,333480,178930,36275,0.4217,8334,,766795,1.7,,14/9/2023,27/11/2023,4,7,High
CAM0590,Radio,Groceries,Sarawak,,329707,352809,3608,0.819,6392,,530119,,338,8/3/2023,15/9/2023,5,4,Low
CAM0591,Email,Fashion,Kuala Lumpur,270632,14937,92976,,,,0.8048,,3.76,,8/12/2023,14/5/2023,3,1,Medium
CAM0592,Social Media,Groceries,Penang,,103096,666541,32812,0.9048,1490,0.7529,101189,4.15,83,31/8/2023,12/1/2023,4,5,Medium
CAM0593,Social Media,Electronics,Sabah,101259,296067,2304585.147,10723,0.0031,9710,0.5355,563058,0.33,223,16/8/2023,28/10/2023,1,5,Medium
CAM0594,Radio,Electronics,,195734,142076,649710,43602,,48713.22576,0.1559,156723,1.57,1,24/7/2023,25/3/2023,5,7,Low
,Radio,Automotive,Penang,225169,17464,709437,890,0.4907,6530,0.1475,728093,0.38,295,20/5/2023,10/5/2023,4,,Low
CAM0596,Radio,Groceries,Sabah,336165,233625,248947,34172,0.3772,5552,0.3556,945373,,220,20/12/2023,11/5/2023,3,9,Medium
CAM0597,Email,Groceries,Penang,364677,205826,614486,22783,0.9585,5702,,812916,0.86,171,12/12/2023,19/8/2023,5,7,Low
CAM0598,TV,Health,Sarawak,74480,113426,437029,41242,7.177508811,5509,0.4027,957813,0,281,12/5/2023,15/4/2023,1,9,Medium
CAM0599,Billboard,Groceries,Kuala Lumpur,45722,233551,878192,31861,0.0256,,0.9406,760137,0.14,212,5/5/2023,7/7/2023,2,6,Medium
